N,P,K,temprature,humidity,ph,rainfall,label
12,20,7,20.54,93,6.38,104.09,orange
19,18,10,13.54,92,7.61,108.46,orange
1,21,6,15.43,91,7.37,116.57,orange
20,15,6,21.16,93,7.1,111.35,orange
18,9,11,12.56,92,7.39,110.8,orange
25,18,7,22.22,93,6.44,102.61,orange
7,18,9,27.9,91,6.55,118.63,orange
8,21,7,25.03,91,6.14,107.5,orange
10,13,12,21.05,93,6.92,106.36,orange
34,21,11,16.55,92,7.3,105.47,orange
14,22,11,28.05,91,6.96,109.57,orange
10,26,12,23.51,93,7.53,110.34,orange
20,19,11,17.67,91,7.37,113.05,orange
19,14,13,33.0,90,7.24,113.78,orange
6,6,8,10.31,93,6.96,118.84,orange
11,23,8,33.95,93,7.43,115.38,orange
0,22,8,13.01,92,6.33,108.85,orange
33,14,9,11.84,94,6.86,109.42,orange
25,23,8,34.64,90,6.74,114.63,orange
18,12,12,28.13,95,7.49,114.1,orange
31,20,9,22.15,93,6.92,105.8,orange
18,21,12,13.92,92,6.55,105.72,orange
0,17,8,27.26,94,7.01,113.56,orange
13,12,8,20.53,93,7.06,105.98,orange
35,25,12,10.26,94,7.2,117.79,orange
14,17,8,23.09,91,6.63,103.17,orange
31,12,10,22.2,94,6.09,106.48,orange
29,18,8,21.91,92,7.43,113.24,orange
22,9,8,24.62,95,7.06,116.05,orange
19,15,6,18.93,91,6.54,107.41,orange
26,14,7,24.01,92,7.25,118.71,orange
2,14,7,22.01,94,7.24,101.13,orange
33,18,12,23.36,93,6.54,107.09,orange
22,18,10,29.43,92,7.1,100.33,orange
29,29,9,12.72,93,7.61,108.28,orange
17,23,7,20.33,90,6.94,109.5,orange
7,25,10,28.11,92,7.66,115.35,orange
23,16,9,21.22,94,7.27,108.03,orange
16,14,15,26.95,92,6.76,109.87,orange
40,16,11,28.07,93,6.56,101.25,orange
36,9,9,30.47,92,6.73,113.34,orange
14,29,9,21.14,93,7.02,109.66,orange
27,21,6,22.82,95,6.47,107.95,orange
10,8,8,14.82,93,6.17,111.69,orange
18,17,9,14.32,91,7.42,115.29,orange
2,6,12,25.78,93,6.7,117.85,orange
13,14,7,23.37,92,7.22,117.42,orange
25,12,7,28.69,92,7.36,103.15,orange
16,11,8,26.72,94,6.79,103.44,orange
11,14,11,20.39,92,6.6,108.38,orange
22,18,9,28.53,90,7.55,104.03,orange
32,24,11,29.76,94,7.66,110.44,orange
4,9,12,17.64,93,6.84,112.72,orange
8,17,15,28.3,94,7.27,113.88,orange
7,14,13,30.27,93,6.54,104.29,orange
23,22,11,16.35,93,6.88,112.8,orange
31,13,9,15.93,91,6.1,110.21,orange
11,28,11,27.13,93,7.1,100.55,orange
20,15,12,32.27,92,6.71,111.28,orange
4,7,10,14.41,92,7.46,105.87,orange
9,16,11,14.88,93,6.76,103.98,orange
21,12,10,23.32,92,6.92,115.67,orange
18,13,8,11.17,92,6.94,110.37,orange
14,17,9,17.46,94,6.65,107.62,orange
14,14,8,21.75,94,6.95,118.26,orange
11,18,11,18.75,92,7.27,118.83,orange
28,7,11,20.5,92,7.51,106.6,orange
29,14,8,24.04,94,6.36,112.82,orange
34,6,8,23.58,91,7.11,109.04,orange
28,17,10,14.57,91,7.33,109.43,orange
39,25,7,20.31,93,6.37,115.85,orange
26,8,9,29.02,94,6.75,114.51,orange
22,23,6,14.79,92,7.65,118.28,orange
38,21,12,25.61,92,7.51,115.12,orange
39,15,9,14.0,92,7.62,109.38,orange
6,20,14,24.97,92,6.06,106.22,orange
15,25,5,14.24,93,7.47,111.55,orange
8,7,9,22.47,92,6.51,107.33,orange
14,16,9,32.11,92,7.45,113.9,orange
16,10,12,20.87,91,7.09,110.5,orange
9,11,8,27.43,94,6.88,112.19,orange
27,27,13,20.58,93,6.93,111.04,orange
22,13,11,25.69,90,6.29,116.38,orange
28,19,11,29.08,91,6.67,105.9,orange
18,6,12,22.58,92,7.21,105.15,orange
35,13,11,20.11,91,7.45,113.58,orange
4,15,7,31.31,94,6.57,108.97,orange
31,30,12,17.51,92,6.72,110.29,orange
23,25,14,23.34,93,7.29,108.96,orange
22,27,10,24.76,92,7.09,115.49,orange
6,24,13,13.71,95,7.24,108.51,orange
19,16,9,11.18,94,7.15,102.1,orange
32,25,10,23.87,92,7.94,115.47,orange
13,16,13,22.18,91,7.55,106.95,orange
17,20,10,11.45,94,7.6,107.77,orange
24,11,10,26.26,92,7.1,104.71,orange
9,20,9,19.08,91,6.77,103.97,orange
24,11,13,16.43,93,6.31,115.11,orange
32,14,9,27.84,91,7.67,106.16,orange
12,11,10,23.55,91,6.57,115.31,orange
13,9,7,22.24,91,7.37,105.44,orange
10,19,8,24.35,92,7.74,108.68,orange
25,6,8,24.09,91,7.73,106.5,orange
9,25,7,24.27,92,7.08,111.16,orange
38,23,11,29.13,93,6.67,104.59,orange
5,22,6,18.88,92,7.57,109.21,orange
13,18,12,30.35,90,6.77,100.68,orange
19,28,6,33.2,91,6.87,114.38,orange
14,17,11,14.11,90,6.87,109.85,orange
25,22,14,18.98,92,6.82,114.89,orange
18,18,11,22.51,92,6.54,108.11,orange
29,25,9,18.54,91,7.07,103.36,orange
11,18,15,25.62,94,6.77,112.81,orange
22,20,6,17.68,94,7.22,108.37,orange
28,10,7,25.22,92,6.49,111.25,orange
7,29,7,24.24,91,6.99,100.46,orange
18,16,8,18.39,95,7.4,104.93,orange
33,13,12,27.07,91,6.35,107.42,orange
12,25,8,23.12,92,7.21,108.81,orange
10,25,9,23.87,92,7.59,116.11,orange
15,20,13,28.82,93,7.53,108.59,orange
24,22,12,19.5,93,7.89,107.89,orange
7,20,14,17.5,91,6.81,113.93,orange
27,21,11,26.06,92,7.22,114.34,orange
12,16,10,13.56,93,6.72,106.29,orange
20,27,11,28.39,93,6.06,106.99,orange
9,20,10,22.97,92,7.26,103.21,orange
14,19,11,20.05,91,6.73,106.74,orange
31,18,6,15.16,92,7.5,106.2,orange
20,29,11,25.94,92,7.1,113.4,orange
25,28,10,18.91,92,7.37,108.79,orange
21,20,13,29.41,93,7.74,118.39,orange
36,16,9,21.83,92,6.9,113.76,orange
31,13,7,23.68,94,7.34,101.7,orange
15,14,9,13.62,93,7.07,108.79,orange
8,20,7,34.2,91,6.46,115.91,orange
0,25,8,20.66,94,6.11,115.34,orange
3,16,10,26.94,92,7.07,109.09,orange
15,23,10,27.11,91,7.4,101.99,orange
17,7,13,18.18,93,7.27,116.12,orange
31,20,13,25.45,91,7.14,114.41,orange
29,18,6,25.28,93,6.72,116.14,orange
17,13,12,26.19,92,7.13,112.81,orange
2,12,10,14.5,94,7.09,108.55,orange
23,12,11,23.94,91,6.35,108.28,orange
37,7,9,10.82,91,7.13,115.04,orange
8,11,14,24.15,91,6.56,109.43,orange
24,13,6,30.4,93,7.37,103.46,orange
36,13,11,19.27,91,6.24,101.87,orange
16,20,11,25.58,93,7.33,116.91,orange
11,11,8,28.21,91,6.25,114.85,orange
37,17,8,18.31,94,6.73,105.34,orange
40,11,14,16.88,92,6.48,113.46,orange
14,13,12,30.71,92,6.24,116.7,orange
31,19,6,11.36,92,7.83,113.45,orange
16,15,9,30.07,93,7.19,103.35,orange
30,12,10,23.61,92,7.03,109.46,orange
11,25,12,18.13,93,6.54,107.94,orange
25,7,10,25.88,92,7.68,111.22,orange
13,12,8,33.02,92,7.03,113.81,orange
30,25,7,30.57,95,7.6,100.62,orange
20,19,10,24.36,93,7.0,117.13,orange
23,15,12,28.75,91,6.77,113.8,orange
27,17,12,13.62,92,7.3,106.9,orange
29,6,9,15.49,93,6.72,111.06,orange
9,27,6,25.0,94,7.54,119.02,orange
28,10,10,29.73,92,7.29,106.01,orange
27,19,9,28.75,91,6.53,111.07,orange
18,13,10,11.65,93,6.75,100.84,orange
32,6,10,16.39,90,6.57,108.07,orange
16,19,12,30.26,93,6.95,114.38,orange
20,14,9,10.82,92,6.68,118.33,orange
21,21,11,23.82,92,6.5,106.49,orange
4,25,11,12.09,94,6.93,111.25,orange
20,16,6,30.36,92,7.04,108.31,orange
19,20,10,28.48,95,7.42,116.64,orange
16,23,15,21.42,93,7.26,111.42,orange
5,27,10,19.94,91,6.68,110.23,orange
7,17,11,21.36,94,7.22,110.04,orange
26,13,13,10.32,92,6.39,109.53,orange
12,15,10,20.23,93,6.81,105.76,orange
34,15,12,17.94,93,6.79,111.78,orange
14,20,8,22.71,94,7.97,112.56,orange
22,22,12,24.13,92,7.75,108.17,orange
21,15,13,32.63,91,7.4,105.43,orange
29,27,11,17.93,93,6.84,107.42,orange
12,14,6,21.63,95,7.4,107.15,orange
17,18,10,19.6,94,6.34,115.4,orange
16,14,7,20.33,94,7.37,111.56,orange
1,9,6,27.92,90,6.5,103.16,orange
38,8,10,21.14,94,7.0,118.68,orange
11,18,10,23.63,92,7.63,112.78,orange
20,24,10,21.46,91,6.57,101.9,orange
29,27,13,20.29,91,6.72,106.11,orange
34,8,5,13.66,92,6.19,115.8,orange
33,19,11,29.04,91,7.04,116.31,orange
6,27,15,25.65,93,7.79,108.75,orange
12,19,11,21.22,94,6.88,118.59,orange
21,17,13,30.6,91,6.61,108.76,orange
23,19,9,17.77,93,7.16,102.93,orange
31,15,6,16.33,92,7.81,112.8,orange
37,15,13,22.64,94,6.28,104.03,orange
8,16,12,15.38,90,7.34,115.98,orange
6,25,8,19.86,92,6.91,100.46,orange
25,16,8,15.57,93,7.05,108.33,orange
34,22,12,22.79,91,7.98,107.29,orange
15,11,13,17.81,92,7.98,106.07,orange
20,13,13,19.82,92,7.56,119.65,orange
12,12,11,15.12,91,7.49,112.07,orange
23,19,9,14.8,92,6.91,111.47,orange
23,16,9,20.89,93,6.67,115.51,orange
28,10,11,26.98,91,6.9,114.31,orange
9,21,8,22.22,93,6.17,113.12,orange
10,27,13,30.25,94,7.47,107.46,orange
22,18,7,15.98,92,7.78,109.05,orange
26,22,8,12.54,93,7.68,108.99,orange
35,25,11,16.92,91,7.51,102.51,orange
31,22,6,19.96,94,6.68,116.02,orange
24,19,10,24.91,91,7.39,116.56,orange
11,18,12,27.63,93,7.3,103.99,orange
27,12,6,28.91,91,6.83,114.82,orange
20,26,9,27.04,94,6.81,114.3,orange
33,21,13,26.92,92,7.42,118.15,orange
24,22,8,17.12,92,7.32,106.52,orange
9,19,5,18.17,91,7.26,113.51,orange
10,14,8,34.87,94,6.13,105.13,orange
14,21,8,23.81,92,6.9,109.99,orange
25,19,8,20.39,92,7.69,109.44,orange
22,19,14,17.1,91,6.83,111.48,orange
18,6,6,24.92,92,6.85,116.73,orange
11,6,8,28.33,92,6.74,107.99,orange
25,12,13,20.32,91,6.31,113.36,orange
34,19,9,21.47,94,7.81,112.88,orange
18,20,12,21.77,91,7.71,110.64,orange
23,10,11,30.44,92,6.22,104.27,orange
14,17,11,27.04,92,7.21,117.76,orange
22,16,7,10.8,92,6.44,116.88,orange
17,19,10,26.89,93,7.06,113.31,orange
27,17,6,25.87,91,7.01,106.51,orange
22,27,11,28.09,90,7.03,109.57,orange
18,17,12,20.35,92,6.66,107.64,orange
12,22,10,25.26,92,7.42,113.79,orange
23,15,9,22.31,94,6.4,111.04,orange
33,19,6,22.33,91,7.31,111.89,orange
19,10,10,16.08,92,7.4,107.69,orange
19,24,15,18.67,91,6.87,115.53,orange
24,7,9,25.3,92,7.51,110.47,orange
21,24,9,33.51,93,7.12,107.7,orange
25,26,7,24.51,93,7.24,105.57,orange
12,22,10,28.96,94,7.0,113.8,orange
9,17,8,15.66,91,7.04,108.49,orange
23,16,11,21.96,94,7.47,117.41,orange
16,15,12,32.42,94,6.85,103.79,orange
28,13,8,25.89,93,6.14,118.34,orange
6,9,6,23.23,94,6.77,110.65,orange
13,16,9,16.95,91,6.84,115.31,orange
31,20,6,26.02,92,6.68,106.23,orange
11,12,10,16.58,93,7.43,102.09,orange
21,10,14,27.27,94,6.35,106.33,orange
11,17,12,20.08,94,7.59,106.25,orange
11,23,11,23.81,94,7.42,110.97,orange
5,10,8,23.66,90,7.5,106.6,orange
29,20,8,15.65,93,6.87,114.42,orange
28,11,13,34.54,93,7.28,114.09,orange
30,8,7,24.67,92,6.89,114.19,orange
8,18,11,33.69,93,7.1,114.64,orange
36,8,13,25.47,92,7.05,109.88,orange
35,14,12,33.61,93,7.05,114.81,orange
1,8,11,23.06,93,6.44,110.42,orange
14,15,9,17.85,92,7.7,110.04,orange
7,14,10,33.97,92,7.4,117.17,orange
14,17,8,29.33,91,6.67,113.65,orange
27,13,12,14.12,90,7.2,101.4,orange
31,14,8,22.8,91,7.17,109.7,orange
6,10,7,25.59,94,7.26,112.27,orange
35,25,7,19.13,94,7.22,105.36,orange
9,14,7,20.13,92,7.47,107.46,orange
27,27,7,29.27,93,7.9,115.77,orange
30,15,6,28.02,92,7.45,113.76,orange
22,16,11,24.02,93,7.69,108.39,orange
4,24,13,16.82,91,6.71,117.4,orange
34,24,9,28.66,94,6.28,104.06,orange
19,12,14,17.19,95,7.16,111.42,orange
35,24,9,15.38,92,6.25,118.52,orange
9,11,11,17.69,91,7.21,109.95,orange
31,16,9,28.17,91,7.69,106.44,orange
7,21,10,16.22,95,6.61,104.3,orange
11,23,8,24.95,93,6.36,100.82,orange
22,20,6,23.71,94,7.24,113.8,orange
39,9,11,12.91,91,7.71,114.43,orange
25,19,10,29.52,94,7.3,115.85,orange
3,25,7,10.79,94,6.35,109.1,orange
31,18,6,20.12,90,6.77,108.17,orange
37,27,7,25.13,92,6.73,118.22,orange
4,18,5,14.82,92,6.68,111.5,orange
1,21,10,17.53,91,6.69,105.11,orange
14,9,13,20.14,92,7.67,113.81,orange
18,13,13,22.39,92,6.25,107.17,orange
25,20,13,18.31,92,7.1,110.52,orange
27,22,9,26.2,92,7.15,113.8,orange
33,14,6,30.71,93,6.47,106.24,orange
21,11,9,21.49,91,7.0,113.77,orange
32,9,9,15.94,94,6.58,106.69,orange
19,8,13,30.42,90,6.79,113.45,orange
11,6,13,33.28,93,6.62,107.29,orange
24,15,9,31.71,92,6.67,118.38,orange
15,17,11,30.54,92,7.55,105.33,orange
1,25,10,20.44,91,6.83,106.39,orange
26,24,8,24.03,92,6.31,108.32,orange
19,14,11,21.49,92,7.83,114.23,orange
17,25,11,14.9,93,6.32,110.56,orange
8,11,7,16.32,92,6.88,106.16,orange
18,19,9,25.66,93,6.64,112.97,orange
24,18,8,26.59,93,6.13,108.84,orange
20,26,8,24.63,90,6.44,111.94,orange
25,8,11,31.87,92,7.48,116.56,orange
34,21,12,12.66,93,7.56,116.33,orange
33,30,11,14.27,92,6.69,103.57,orange
30,15,11,17.3,93,7.4,117.45,orange
30,17,9,30.01,95,7.02,101.1,orange
5,19,13,23.67,91,6.34,115.4,orange
32,8,7,20.1,91,6.58,119.5,orange
27,17,9,24.08,94,7.72,112.33,orange
19,17,15,22.45,93,7.79,117.65,orange
16,7,11,23.64,91,7.31,114.45,orange
10,14,11,19.99,92,7.24,104.2,orange
37,16,9,25.3,92,6.3,114.42,orange
25,10,11,14.1,92,6.66,108.51,orange
18,13,10,31.99,92,6.96,117.36,orange
4,28,12,27.36,93,7.58,106.84,orange
40,13,9,17.77,92,7.27,112.13,orange
13,7,12,27.94,92,7.13,111.14,orange
9,24,11,28.84,94,7.54,111.43,orange
17,22,7,18.65,93,7.45,100.78,orange
24,14,13,18.66,93,6.22,112.84,orange
13,22,8,28.35,93,7.03,101.74,orange
23,16,15,32.52,92,6.59,104.36,orange
11,13,12,20.71,93,7.33,113.63,orange
4,10,14,16.78,92,6.7,112.52,orange
15,13,8,13.99,92,7.2,110.9,orange
21,13,12,28.15,92,7.04,109.55,orange
16,20,9,24.44,93,7.41,111.21,orange
37,13,8,31.85,92,6.15,112.85,orange
26,10,13,17.51,92,7.5,115.98,orange
25,16,6,17.24,90,7.26,112.56,orange
24,15,13,28.7,93,7.65,103.31,orange
20,23,11,14.62,90,7.18,116.62,orange
17,16,10,19.42,94,6.51,107.56,orange
25,24,6,20.61,92,6.43,106.11,orange
35,14,8,22.08,93,7.97,115.42,orange
12,16,8,18.42,92,6.48,112.0,orange
26,30,10,12.02,94,6.81,109.88,orange
18,15,7,26.42,93,6.84,114.66,orange
23,25,9,18.02,93,6.3,113.1,orange
5,26,10,11.61,91,7.04,117.21,orange
10,27,11,31.55,91,7.35,110.94,orange
17,20,13,26.86,94,6.58,104.98,orange
17,17,7,23.45,91,6.85,113.09,orange
17,19,12,19.63,91,6.89,115.52,orange
27,23,7,25.86,91,7.2,114.61,orange
13,20,13,22.02,91,6.76,111.28,orange
19,15,10,24.08,91,6.27,105.71,orange
15,27,7,34.4,92,6.91,108.71,orange
18,7,9,28.33,92,7.8,104.19,orange
35,14,13,29.13,94,7.23,117.04,orange
3,17,7,31.62,91,6.91,110.7,orange
14,27,7,16.89,94,6.81,106.82,orange
39,16,12,31.16,91,7.24,103.62,orange
24,12,9,20.9,92,7.41,118.73,orange
24,10,10,16.7,91,7.33,107.38,orange
27,12,12,19.24,92,7.32,116.09,orange
32,22,12,20.26,91,7.18,109.74,orange
36,14,9,24.92,94,7.28,106.57,orange
18,9,5,23.95,92,6.84,114.82,orange
30,10,10,14.06,92,7.35,108.97,orange
29,17,11,30.11,93,7.13,104.81,orange
22,19,11,30.13,91,7.03,106.15,orange
10,8,5,19.51,93,7.44,111.75,orange
8,11,9,19.34,93,6.94,113.3,orange
21,9,7,22.68,93,7.42,111.79,orange
28,15,7,28.31,92,7.28,116.54,orange
25,7,15,14.39,93,7.92,118.6,orange
24,14,7,19.95,92,7.16,116.31,orange
18,12,11,21.14,92,7.32,111.51,orange
24,25,9,18.98,92,6.56,105.27,orange
17,26,13,24.79,92,6.71,117.02,orange
6,28,10,10.32,92,7.61,105.35,orange
24,16,13,16.17,93,6.6,111.75,orange
37,23,7,33.15,92,6.77,100.24,orange
15,22,9,23.17,95,6.77,104.47,orange
36,14,11,24.47,91,6.96,111.59,orange
11,19,5,23.02,93,7.08,106.4,orange
17,17,9,10.04,92,6.82,113.47,orange
25,27,10,17.84,91,6.46,101.2,orange
11,23,6,33.29,94,6.63,110.3,orange
21,10,11,30.4,90,6.93,111.13,orange
1,13,6,21.66,92,7.02,105.04,orange
23,16,13,29.51,92,6.53,106.58,orange
25,8,13,18.03,92,7.97,111.79,orange
19,22,6,15.9,91,7.23,102.38,orange
30,20,5,28.26,93,7.09,104.87,orange
9,18,6,26.4,93,7.8,112.07,orange
21,9,9,33.64,93,7.71,116.23,orange
31,8,9,12.05,92,7.63,111.6,orange
12,11,9,26.73,94,7.29,117.51,orange
21,25,13,21.1,92,7.8,116.64,orange
8,17,13,31.2,91,7.24,113.36,orange
20,7,10,25.78,92,7.39,106.03,orange
25,23,14,24.54,93,7.22,112.26,orange
13,5,8,16.69,92,6.88,112.02,orange
35,10,13,26.16,91,7.48,103.2,orange
10,7,13,20.97,91,7.27,117.16,orange
5,24,7,16.34,93,6.21,109.34,orange
21,12,5,18.65,93,7.45,117.82,orange
22,22,13,28.07,91,6.42,106.59,orange
16,12,7,20.59,93,7.16,112.99,orange
16,29,7,28.55,92,7.09,114.78,orange
20,21,11,27.72,93,6.96,116.64,orange
26,15,9,14.08,94,6.48,112.08,orange
11,13,12,27.34,92,6.38,106.88,orange
24,19,13,27.72,92,6.94,115.1,orange
31,25,14,24.86,91,7.48,109.83,orange
4,18,8,27.83,93,6.49,110.22,orange
6,14,10,23.26,93,7.18,104.49,orange
12,13,9,13.49,91,6.57,111.9,orange
29,16,10,23.09,92,6.56,104.18,orange
21,20,13,30.24,94,6.98,103.76,orange
17,15,15,12.76,92,7.48,109.07,orange
21,11,14,14.28,94,6.86,105.95,orange
17,19,10,25.01,91,7.31,110.56,orange
22,22,9,29.57,91,6.52,108.41,orange
14,14,9,30.98,90,6.61,110.22,orange
12,25,5,17.42,94,7.44,107.1,orange
37,23,6,30.5,91,6.64,111.41,orange
10,12,11,25.15,91,7.95,106.95,orange
19,25,15,20.97,94,6.79,110.79,orange
23,18,10,26.78,91,7.43,110.81,orange
27,14,11,17.83,93,6.82,113.36,orange
23,10,7,24.44,91,7.29,107.95,orange
19,24,9,18.9,92,6.49,101.01,orange
15,25,7,26.31,92,7.27,110.42,orange
20,11,14,11.74,92,6.57,118.8,orange
14,8,11,16.12,93,7.45,106.48,orange
9,19,8,18.6,93,6.05,103.44,orange
25,15,5,29.1,92,7.41,101.08,orange
16,13,11,26.25,92,7.64,110.63,orange
18,18,13,25.91,94,7.07,117.66,orange
22,21,5,25.27,92,7.22,116.0,orange
32,12,15,29.96,93,7.53,110.95,orange
2,18,10,31.69,94,6.68,106.41,orange
26,6,10,13.42,91,6.81,117.8,orange
11,16,12,22.13,92,6.78,106.27,orange
19,17,8,23.09,92,7.13,103.32,orange
5,19,12,32.54,92,6.51,105.09,orange
38,19,9,17.93,91,6.6,110.72,orange
31,19,11,30.47,93,7.54,101.05,orange
28,14,10,20.24,93,6.83,108.03,orange
6,21,9,26.87,91,7.34,108.48,orange
16,16,11,23.65,91,6.6,102.8,orange
1,19,9,13.64,94,7.06,103.89,orange
29,7,8,31.79,94,7.34,110.08,orange
22,13,14,24.34,91,7.66,114.35,orange
37,26,8,23.0,91,7.2,107.04,orange
7,14,12,30.27,94,7.34,112.32,orange
9,11,7,31.58,93,7.12,109.73,orange
25,18,11,16.67,90,7.79,109.18,orange
30,10,8,28.8,93,7.8,107.15,orange
13,22,8,29.72,92,7.2,107.9,orange
15,22,11,22.56,93,6.85,109.79,orange
17,7,7,17.24,93,7.51,110.78,orange
15,12,6,15.71,91,7.14,111.45,orange
29,8,14,26.09,92,7.36,109.54,orange
35,13,13,24.94,91,6.29,108.79,orange
15,23,8,12.72,93,7.07,110.23,orange
28,19,5,18.87,93,7.15,113.28,orange
26,13,9,29.41,91,7.37,105.72,orange
24,12,13,30.41,93,7.51,114.37,orange
59,54,55,26.2,94,6.89,45.08,papaya
44,59,52,41.56,93,6.83,93.31,papaya
49,53,50,43.57,94,6.78,104.73,papaya
37,57,51,33.54,94,6.98,75.5,papaya
58,59,52,25.73,94,6.63,230.76,papaya
57,66,49,32.76,94,6.78,134.12,papaya
56,60,49,26.8,92,6.54,127.79,papaya
59,48,49,36.99,92,6.71,140.39,papaya
40,59,47,26.01,93,6.77,110.93,papaya
55,63,46,38.35,95,6.83,187.69,papaya
50,66,47,33.18,92,6.73,133.29,papaya
33,58,50,33.57,93,6.75,102.11,papaya
58,55,49,29.8,92,6.67,220.91,papaya
46,62,54,32.45,91,6.91,146.14,papaya
34,60,54,29.67,94,6.7,104.05,papaya
61,65,49,38.14,93,6.77,189.71,papaya
44,57,46,29.71,94,6.83,113.07,papaya
45,66,55,34.68,92,6.82,82.13,papaya
42,67,49,27.77,91,6.57,129.1,papaya
38,54,53,24.55,91,6.61,157.43,papaya
67,54,48,34.25,92,6.73,191.19,papaya
54,58,49,27.77,93,6.73,229.66,papaya
31,47,52,34.65,93,6.56,79.99,papaya
53,58,50,41.68,92,6.84,145.67,papaya
56,67,52,35.87,93,6.93,49.9,papaya
49,63,51,35.79,91,6.51,191.77,papaya
39,54,51,27.41,92,6.63,185.46,papaya
54,63,52,33.98,93,6.76,195.55,papaya
52,59,51,32.44,92,6.58,141.09,papaya
49,52,47,31.82,91,6.57,114.89,papaya
66,56,46,35.4,92,6.94,178.13,papaya
54,47,53,33.98,93,6.77,174.95,papaya
48,51,54,42.01,94,6.69,75.34,papaya
48,64,47,37.22,94,6.79,228.72,papaya
61,65,51,30.72,92,6.8,216.04,papaya
34,54,45,42.97,91,6.71,222.38,papaya
53,65,51,27.83,92,6.57,129.02,papaya
60,63,51,27.55,93,6.54,227.92,papaya
42,70,51,31.59,93,6.69,79.14,papaya
51,55,50,35.7,95,6.54,132.79,papaya
35,59,48,26.81,92,6.87,184.99,papaya
44,59,49,39.05,93,6.82,81.3,papaya
43,56,51,35.98,91,6.67,153.99,papaya
62,55,51,31.53,93,6.94,132.6,papaya
54,53,54,41.13,92,6.83,157.35,papaya
46,68,49,33.01,92,6.91,128.45,papaya
66,50,51,33.64,91,6.53,154.16,papaya
40,68,51,31.81,93,6.91,211.79,papaya
69,58,53,30.18,91,6.79,85.1,papaya
37,59,52,32.46,93,6.73,75.17,papaya
33,70,47,39.03,94,6.67,109.46,papaya
34,60,47,35.27,93,6.63,131.6,papaya
54,47,51,32.69,92,6.97,136.4,papaya
38,53,52,34.01,91,6.63,132.29,papaya
50,61,50,35.83,92,6.66,98.03,papaya
43,65,49,28.61,94,6.9,206.94,papaya
38,60,50,30.49,92,6.99,154.6,papaya
42,59,49,37.07,94,6.7,144.12,papaya
59,53,53,29.79,92,6.57,120.23,papaya
38,55,53,29.76,91,6.63,84.82,papaya
66,52,49,28.6,92,6.82,140.59,papaya
62,59,46,28.47,93,6.87,59.01,papaya
48,67,55,36.19,91,6.66,42.77,papaya
41,48,49,41.21,90,6.97,187.65,papaya
60,58,46,28.58,94,6.73,63.56,papaya
63,54,53,37.03,91,6.57,140.25,papaya
62,50,50,36.79,92,6.57,141.56,papaya
39,61,53,30.8,90,6.97,164.71,papaya
46,62,50,37.96,92,6.82,168.1,papaya
46,67,53,28.38,92,6.85,208.27,papaya
59,60,47,41.5,92,6.71,133.86,papaya
48,48,46,29.58,91,6.75,148.36,papaya
45,62,54,27.05,91,6.59,216.29,papaya
43,52,47,25.01,94,6.75,184.83,papaya
50,54,51,33.21,93,6.72,177.01,papaya
39,59,52,38.89,93,6.85,112.62,papaya
47,64,49,25.45,91,6.82,129.8,papaya
51,68,51,31.72,92,6.74,89.62,papaya
48,58,50,30.8,93,6.8,207.41,papaya
48,60,48,29.52,94,6.77,128.86,papaya
37,55,49,37.12,94,6.8,148.11,papaya
48,57,50,35.63,90,6.81,178.12,papaya
44,61,50,35.44,90,6.59,146.93,papaya
49,70,52,30.38,93,6.71,138.48,papaya
54,67,55,35.09,91,6.74,141.72,papaya
67,57,50,29.83,92,6.74,108.71,papaya
33,64,52,41.64,93,6.69,194.85,papaya
56,59,52,39.22,92,6.77,118.67,papaya
37,57,49,31.56,95,6.61,46.65,papaya
55,49,45,41.32,94,6.6,120.53,papaya
53,55,50,38.59,92,6.65,156.52,papaya
44,58,49,28.58,93,6.78,179.02,papaya
46,54,53,36.96,91,6.7,192.09,papaya
64,50,47,28.4,94,6.96,98.33,papaya
65,51,49,36.48,94,6.65,183.63,papaya
45,56,51,39.85,94,6.8,138.07,papaya
33,65,48,27.69,92,6.65,126.43,papaya
70,65,51,27.07,92,6.59,134.33,papaya
46,63,50,24.25,95,6.71,134.2,papaya
51,66,50,31.86,91,6.61,52.86,papaya
49,57,48,26.34,94,6.74,155.84,papaya
34,49,53,35.29,95,6.61,166.14,papaya
40,52,51,30.82,94,6.81,119.82,papaya
44,52,50,28.95,94,6.86,145.11,papaya
54,63,51,38.44,94,6.54,138.2,papaya
42,68,50,39.55,93,6.98,146.52,papaya
32,64,55,39.49,93,6.76,140.19,papaya
62,56,51,30.13,92,6.6,183.7,papaya
61,46,48,28.09,95,6.66,195.98,papaya
66,62,49,34.46,93,6.62,195.32,papaya
66,59,52,29.85,94,6.89,154.42,papaya
46,60,45,25.75,92,6.94,203.36,papaya
42,53,50,34.93,92,6.75,166.44,papaya
36,60,49,35.0,93,6.69,49.67,papaya
54,52,50,23.53,92,6.61,71.54,papaya
44,62,50,29.0,91,6.85,173.22,papaya
47,60,55,30.37,93,6.75,119.01,papaya
45,66,45,30.86,93,6.69,47.79,papaya
57,63,51,40.5,94,6.82,129.32,papaya
55,62,46,36.29,94,6.81,111.54,papaya
47,63,47,43.3,92,6.68,213.52,papaya
57,52,48,27.53,94,6.61,207.49,papaya
50,59,53,28.58,92,6.72,168.31,papaya
46,60,52,28.7,93,6.77,156.92,papaya
42,66,52,37.51,91,6.63,97.78,papaya
